national_position,position_evolution,company_name,billing,category,company_link
103.109,10.972,"MURGUIA TECNOTECH, SOCIEDAD LIMITADA.",mediana,4676,https://ranking-empresas.eleconomista.es/MURGUIA-TECNOTECH.html
103.201,15.406,LIMPIEZAS RITUERTO SL,mediana,8122,https://ranking-empresas.eleconomista.es/LIMPIEZAS-RITUERTO.html
103.281,31.227,SPANISH FINE WINES SL,mediana,4634,https://ranking-empresas.eleconomista.es/SPANISH-FINE-WINES.html
103.411,8.897,SUMINISTROS PEÑARANDA SA,mediana,4672,https://ranking-empresas.eleconomista.es/SUMINISTROS-PENARANDA.html
103.455,19.724,DEKOIN 98 SL,mediana,4675,https://ranking-empresas.eleconomista.es/DEKOIN-98.html
103.512,413,BIZKAINA DE ALUMINIO SL,mediana,4672,https://ranking-empresas.eleconomista.es/BIZKAINA-ALUMINIO.html
103.568,12.759,INDUSTRIAS MECANICAS BERANTEVILLA S.L.,mediana,2599,https://ranking-empresas.eleconomista.es/INDUSTRIAS-MECANICAS-BERANTEVILLA.html
103.573,16.320,BODEGAS JAVIER SAN PEDRO ORTEGA S.L.,mediana,1102,https://ranking-empresas.eleconomista.es/BODEGAS-JAVIER-SAN-PEDRO-ORTEGA.html
103.721,18.016,FERCU SL,mediana,2550,https://ranking-empresas.eleconomista.es/FERCU.html
103.777,24.921,POMPAS FUNEBRES LAUZURICA SA,mediana,9603,https://ranking-empresas.eleconomista.es/POMPAS-FUNEBRES-LAUZURICA.html
103.934,31.429,FINCAS ARMENTIA SA,mediana,4110,https://ranking-empresas.eleconomista.es/FINCAS-ARMENTIA.html
104.050,2.663,BARNES GROUP SPAIN S.R.L.,mediana,4531,https://ranking-empresas.eleconomista.es/BARNES-GROUP-SPAIN.html
104.060,26.522,ABERASTURI-DULANTZI SL,mediana,4719,https://ranking-empresas.eleconomista.es/ABERASTURI-DULANTZI.html
104.274,12.548,CONSTRUCCIONES BILMARFE SL,mediana,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-BILMARFE.html
104.375,15.306,UGARI GERIATRICA SL,mediana,4646,https://ranking-empresas.eleconomista.es/UGARI-GERIATRICA.html
104.679,(ND),TRAZIONE REPUESTOS Y ACCESORIOS SL,mediana,4661,https://ranking-empresas.eleconomista.es/TRAZIONE-REPUESTOS-ACCESORIOS.html
104.757,15.378,CPA VITORIA 06 SL,mediana,7112,https://ranking-empresas.eleconomista.es/CPA-VITORIA-06.html
104.793,(ND),JEDSA EMBALAJES SL,mediana,1629,https://ranking-empresas.eleconomista.es/JEDSA-EMBALAJES.html
104.878,54.263,LASIL GESTION 2003 SL,mediana,4634,https://ranking-empresas.eleconomista.es/LASIL-GESTION-2003.html
104.912,11.671,ALQUILERES RUBEL SL,mediana,7732,https://ranking-empresas.eleconomista.es/ALQUILERES-RUBEL.html
105.312,18.405,INDUSTRIAS KALDEA SL,mediana,2512,https://ranking-empresas.eleconomista.es/INDUSTRIAS-KALDEA.html
105.619,13.082,ARABA DENTAL S.L.,mediana,8623,https://ranking-empresas.eleconomista.es/ARABA-DENTAL.html
105.697,8.246,"MICROCAST EUROPE, SL.",mediana,2454,https://ranking-empresas.eleconomista.es/MICROCAST-EUROPE.html
105.924,14.069,MENENDEZ Y COMPAÑIA SL,mediana,4639,https://ranking-empresas.eleconomista.es/MENENDEZ-COMPANIA.html
106.106,1.982,ANAIAK APLISERVICIOS SL,mediana,4399,https://ranking-empresas.eleconomista.es/ANAIAK-APLISERVICIOS.html
106.158,9.798,ELEMENTOS DE RODAJE SL,mediana,4531,https://ranking-empresas.eleconomista.es/ELEMENTOS-RODAJE.html
106.220,5.623,"DENTAL ANGULEMA, SOCIEDAD LIMITADA.",mediana,8623,https://ranking-empresas.eleconomista.es/DENTAL-ANGULEMA.html
106.252,5.268,"ABEGLAN, S.L.",mediana,4121,https://ranking-empresas.eleconomista.es/ABEGLAN.html
106.262,3.834,LABORATORIOS BROMATOLOGICOS ARABA SA,mediana,7211,https://ranking-empresas.eleconomista.es/LABORATORIOS-BROMATOLOGICOS-ARABA.html
106.344,5.826,ORGANIZADOR DE TRANSPORTE RIVABELLOSA SOCIEDAD LIMITADA.,mediana,5229,https://ranking-empresas.eleconomista.es/ORGANIZADOR-TRANSPORTE-RIVABELLOSA.html
106.348,9.081,"BINARY SOFTWARE, SL",mediana,6201,https://ranking-empresas.eleconomista.es/BINARY-SOFTWARE.html
106.370,11.315,TECNOLOGIAS AEROSPACIALES SA,mediana,2219,https://ranking-empresas.eleconomista.es/TECNOLOGIAS-AEROSPACIALES.html
106.514,7.370,VIÑEDOS MONTALVILLO SL,mediana,1102,https://ranking-empresas.eleconomista.es/VINEDOS-MONTALVILLO.html
106.606,21.092,ESTABLECIMIENTOS LOS MELLIZOS J. J. SL,mediana,4722,https://ranking-empresas.eleconomista.es/ESTABLECIMIENTOS-MELLIZOS-JJ.html
106.698,9.446,ARABA COPROVEN CLIMATIZACION SOCIEDAD LIMITADA.,mediana,4674,https://ranking-empresas.eleconomista.es/ARABA-COPROVEN-CLIMATIZACION.html
106.738,10.007,IKERTU ORGANIZACION SL,mediana,8299,https://ranking-empresas.eleconomista.es/IKERTU-ORGANIZACION.html
106.753,12.222,TECH PRO PACK MECANIZADOS SL,mediana,2891,https://ranking-empresas.eleconomista.es/TECH-PRO-PACK-MECANIZADOS.html
106.769,6.134,DORLET SYSTEMS SL,mediana,8020,https://ranking-empresas.eleconomista.es/DORLET-SYSTEMS.html
106.803,11.556,BEARMA AUTO SL,mediana,4532,https://ranking-empresas.eleconomista.es/BEARMA-AUTO.html
106.839,9.655,AUTOBUSES ONIEVA SL,mediana,4931,https://ranking-empresas.eleconomista.es/AUTOBUSES-ONIEVA.html
106.976,15.340,GARBILABEL SOCIEDAD LIMITADA.,mediana,4645,https://ranking-empresas.eleconomista.es/GARBILABEL.html
107.000,10.352,GRUAS OJEMBARRENA SL,mediana,4941,https://ranking-empresas.eleconomista.es/GRUAS-OJEMBARRENA.html
107.005,6.446,SUMINISTROS TOT GARAIS SL,mediana,4662,https://ranking-empresas.eleconomista.es/SUMINISTROS-TOT-GARAIS.html
107.145,1.042,BRON PLASTIC SL,mediana,4676,https://ranking-empresas.eleconomista.es/BRON-PLASTIC.html
107.182,1.760,"ZUDAIRE ESTRUCTURAS, S.L.",mediana,2511,https://ranking-empresas.eleconomista.es/ZUDAIRE-ESTRUCTURAS.html
107.678,8.610,CONTENEDORES FELMAR SL,mediana,4941,https://ranking-empresas.eleconomista.es/CONTENEDORES-FELMAR.html
107.694,10.894,MANUFACTURAS EMABI SA,mediana,2593,https://ranking-empresas.eleconomista.es/MANUFACTURAS-EMABI.html
107.942,697,ENESBI SL,mediana,2849,https://ranking-empresas.eleconomista.es/ENESBI.html
108.208,64.228,ZUIA INGENIERIA SL,mediana,7112,https://ranking-empresas.eleconomista.es/ZUIA-INGENIERIA.html
108.249,16.696,"ALBERTIA CENTROS GERONTOLOGICOS, SOCIEDAD LIMITADA.",mediana,8731,https://ranking-empresas.eleconomista.es/ALBERTIA-CENTROS-GERONTOLOGICOS.html
108.282,2.673,TRANSPORTES DE MERCANCIAS DEL NORTE SL,mediana,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-MERCANCIAS-NORTE.html
108.846,54.754,METALES HERMOSILLA SL,mediana,4677,https://ranking-empresas.eleconomista.es/METALES-HERMOSILLA.html
108.897,10.542,ORTOPEDIA BIDARI SL,mediana,4774,https://ranking-empresas.eleconomista.es/ORTOPEDIA-BIDARI.html
108.898,47.224,COMPAÑIA DE AUTOBUSES PINEDO SA,mediana,4931,https://ranking-empresas.eleconomista.es/COMPANIA-AUTOBUSES-PINEDO.html
108.963,15.011,NUVI ARABA SL,mediana,4321,https://ranking-empresas.eleconomista.es/NUVI-ARABA.html
109.050,75.882,"SAGASTI PROMOCIONES Y PROYECTOS, S.L.",mediana,4121,https://ranking-empresas.eleconomista.es/SAGASTI-PROMOCIONES-PROYECTOS.html
109.492,4.185,SEROKI GASTEIZ SOCIEDAD LIMITADA.,mediana,4643,https://ranking-empresas.eleconomista.es/SEROKI-GASTEIZ.html
109.588,36.395,TRANS AGURAIN SA,mediana,4941,https://ranking-empresas.eleconomista.es/TRANS-AGURAIN.html
109.991,208.112,"DIMO ZINC NIQUEL, S.L.",mediana,2561,https://ranking-empresas.eleconomista.es/DIMO-ZINC-NIQUEL.html
110.124,5.499,JARDIN MENDIZABAL SL,mediana,0141,https://ranking-empresas.eleconomista.es/JARDIN-MENDIZABAL.html
110.128,10.994,PASCUNOSA SL,mediana,4775,https://ranking-empresas.eleconomista.es/PASCUNOSA.html
110.222,3.655,KIROL ON-KIROL DOTORE SL,mediana,1413,https://ranking-empresas.eleconomista.es/KIROL-ON-DOTORE.html
110.229,8.651,CALDERERIA LANTARON SL,mediana,2511,https://ranking-empresas.eleconomista.es/CALDERERIA-LANTARON.html
110.310,569,"LIS DATA SOLUTIONS, S.L.",mediana,6202,https://ranking-empresas.eleconomista.es/LIS-DATA-SOLUTIONS.html
110.334,184,HIELOS DE GASTEIZ SL,mediana,3530,https://ranking-empresas.eleconomista.es/HIELOS-GASTEIZ.html
110.344,44,COMERCIAL ELECTRONICA GASTEIZ SL,mediana,2611,https://ranking-empresas.eleconomista.es/COMERCIAL-ELECTRONICA-GASTEIZ.html
110.405,19.736,IPAR-ITXASO SL,mediana,5510,https://ranking-empresas.eleconomista.es/IPAR-ITXASO.html
110.537,17.458,TRIESA COMUNICACIONES ESTRATEGICAS SL,mediana,6190,https://ranking-empresas.eleconomista.es/TRIESA-COMUNICACIONES-ESTRATEGICAS.html
110.623,(ND),"AGURE SERVICIOS GERIATRICOS, SOCIEDAD LIMITADA.",mediana,8731,https://ranking-empresas.eleconomista.es/AGURE-SERVICIOS-GERIATRICOS.html
110.998,23.045,BEPAMI DENTAL S.L.,mediana,8623,https://ranking-empresas.eleconomista.es/BEPAMI-DENTAL.html
111.085,4.840,BODEGAS MURUA SA,mediana,1102,https://ranking-empresas.eleconomista.es/BODEGAS-MURUA.html
111.266,46.163,"MUNAIN MOTORS, S.L.",mediana,4511,https://ranking-empresas.eleconomista.es/MUNAIN-MOTORS.html
111.496,18.867,LABORAL JUDIMENDI SL,mediana,4771,https://ranking-empresas.eleconomista.es/LABORAL-JUDIMENDI.html
111.720,20.108,COSDINA SL,mediana,4639,https://ranking-empresas.eleconomista.es/COSDINA.html
111.770,24.488,REVESTIMIENTOS ZAYMO SL,mediana,4333,https://ranking-empresas.eleconomista.es/REVESTIMIENTOS-ZAYMO.html
111.803,25.185,INGENIERIA DE RESINAS TECNICAS SL,mediana,2014,https://ranking-empresas.eleconomista.es/INGENIERIA-RESINAS-TECNICAS.html
111.979,19.980,PANIFICADORA DEL NERVION SL,mediana,1071,https://ranking-empresas.eleconomista.es/PANIFICADORA-NERVION.html
112.131,59,VIGUAM SOCIEDAD DE RESPONSABILIDAD LIMITADA LABORAL.,mediana,4329,https://ranking-empresas.eleconomista.es/VIGUAM.html
112.160,8.476,SALES BENITO-DA CRUZ SL,mediana,4690,https://ranking-empresas.eleconomista.es/SALES-BENITO-DA-CRUZ.html
112.282,1.069,INDUSTRIAS LOHER SL.,mediana,2899,https://ranking-empresas.eleconomista.es/INDUSTRIAS-LOHER.html
112.363,264.742,JELOVICASPAIN SL,mediana,4329,https://ranking-empresas.eleconomista.es/JELOVICASPAIN.html
112.564,40.942,BARBATRO SL,mediana,5629,https://ranking-empresas.eleconomista.es/BARBATRO.html
112.572,11.834,FERRETERIA OLAGUIBEL SL,mediana,4752,https://ranking-empresas.eleconomista.es/FERRETERIA-OLAGUIBEL.html
112.641,13.761,FINCA VALPIEDRA SL,mediana,1102,https://ranking-empresas.eleconomista.es/FINCA-VALPIEDRA.html
112.662,7.248,EMBALASER SL,mediana,1721,https://ranking-empresas.eleconomista.es/EMBALASER.html
112.919,8.978,SANEAMIENTOS NORES SL,mediana,4674,https://ranking-empresas.eleconomista.es/SANEAMIENTOS-NORES.html
113.008,16.890,IDDERMAN GASTEIZ S.L.,mediana,2511,https://ranking-empresas.eleconomista.es/IDDERMAN-GASTEIZ.html
113.018,7.972,LEGUGOI S.L.,mediana,6612,https://ranking-empresas.eleconomista.es/LEGUGOI.html
113.339,14.123,ALBERTIA CAMPUS SOCIEDAD LIMITADA.,mediana,8710,https://ranking-empresas.eleconomista.es/ALBERTIA-CAMPUS.html
113.685,16.125,GEOGRAMA GIS SL.,mediana,6209,https://ranking-empresas.eleconomista.es/GEOGRAMA-GIS.html
113.704,35.959,DISEÑOS RUBIO MORENO SL,mediana,4759,https://ranking-empresas.eleconomista.es/DISENOS-RUBIO-MORENO.html
113.731,17.630,PRAXIS PHARMACEUTICAL SA,mediana,8690,https://ranking-empresas.eleconomista.es/PRAXIS-PHARMACEUTICAL.html
113.746,20.181,"CARBURANTES ADOS XXI, SOCIEDAD LIMITADA.",mediana,4730,https://ranking-empresas.eleconomista.es/CARBURANTES-ADOS-XXI.html
113.866,34.179,VIRGEN DEL GALIR SL.,mediana,1102,https://ranking-empresas.eleconomista.es/VIRGEN-GALIR.html
113.871,757,MODELOS VIAL SA,mediana,2573,https://ranking-empresas.eleconomista.es/MODELOS-VIAL.html
114.288,27.247,ED Y D PROYECTOS SL,mediana,4329,https://ranking-empresas.eleconomista.es/ED-YD-PROYECTOS.html
114.289,15.476,INVERSIONES ALIMENTARIAS CRUELLS SL,mediana,4724,https://ranking-empresas.eleconomista.es/INVERSIONES-ALIMENTARIAS-CRUELLS.html
114.298,19.495,JUPER BI SL,mediana,4675,https://ranking-empresas.eleconomista.es/JUPER-BI.html
114.308,26.547,EVENTO KIT SOCIEDAD LIMITADA.,mediana,7739,https://ranking-empresas.eleconomista.es/EVENTO-KIT.html
114.512,14.540,"INICIATIVAS DE TECNOLOGIA Y SOSTENIBILIDAD, SL",mediana,4321,https://ranking-empresas.eleconomista.es/INICIATIVAS-TECNOLOGIA-SOSTENIBILIDAD.html
114.515,6.076,ARTE CONSERVACION Y RESTAURACION SL,mediana,4399,https://ranking-empresas.eleconomista.es/ARTE-CONSERVACION-RESTAURACION.html
114.518,10.960,FABRICADOS LA NAVE SL,mediana,2599,https://ranking-empresas.eleconomista.es/FABRICADOS-NAVE.html
114.580,30.633,GIRALDO FOOD GROUP S.L.,mediana,7022,https://ranking-empresas.eleconomista.es/GIRALDO-FOOD-GROUP.html
114.778,6.742,ALTOS DE RIOJA VITICULTORES Y BODEGUEROS SL,mediana,1102,https://ranking-empresas.eleconomista.es/ALTOS-RIOJA-VITICULTORES-BODEGUEROS.html
114.948,8.612,COMERCIAL HOSTELERA GARPE SL,mediana,4634,https://ranking-empresas.eleconomista.es/COMERCIAL-HOSTELERA-GARPE.html
115.070,25.850,SEMILLAS CLEMENTE SA,mediana,4622,https://ranking-empresas.eleconomista.es/SEMILLAS-CLEMENTE.html
115.254,4.002,"GALVANIZADOS SALA, SOCIEDAD LIMITADA.",mediana,2561,https://ranking-empresas.eleconomista.es/GALVANIZADOS-SALA.html
115.537,19.878,CARPINTERIA LLODIANA SA,mediana,4332,https://ranking-empresas.eleconomista.es/CARPINTERIA-LLODIANA.html
115.966,22.680,"SAN JUAN GRUPO SERVICIOS EMPRESARIALES, S.L.",mediana,4321,https://ranking-empresas.eleconomista.es/SAN-JUAN-GRUPO-SERVICIOS-EMPRESARIALES.html
116.147,1.494,PROTECCIONES CONTROLES Y MONTAJES SL,mediana,4399,https://ranking-empresas.eleconomista.es/PROTECCIONES-CONTROLES-MONTAJES.html
116.208,30.098,MIDA MAQUINARIA SL,mediana,4669,https://ranking-empresas.eleconomista.es/MIDA-MAQUINARIA.html
116.422,9.714,"BIOCAD LABORATORIO DE PROTESIS DENTAL, SL.",mediana,3250,https://ranking-empresas.eleconomista.es/BIOCAD-LABORATORIO-PROTESIS-DENTAL.html
116.593,42.132,TALLERES F LARRINAGA SL,mediana,2599,https://ranking-empresas.eleconomista.es/TALLERES-F-LARRINAGA.html
116.776,14.437,EZIOLAZA AMALUR SOCIEDAD LIMITADA,mediana,4520,https://ranking-empresas.eleconomista.es/EZIOLAZA-AMALUR.html
116.836,26.342,VILLALUENGA-ARABA SL,mediana,4322,https://ranking-empresas.eleconomista.es/VILLALUENGA-ARABA.html
117.115,11.764,CASA BRIGITTE S.L.,mediana,4617,https://ranking-empresas.eleconomista.es/CASA-BRIGITTE.html
117.269,11.076,VERALUX SL,mediana,6820,https://ranking-empresas.eleconomista.es/VERALUX.html
117.810,13.280,TIERRA HOME DESIGN S.L.,mediana,4759,https://ranking-empresas.eleconomista.es/TIERRA-HOME-DESIGN.html
117.887,2.675,TERMOFUEL SL,mediana,4322,https://ranking-empresas.eleconomista.es/TERMOFUEL.html
118.001,34.159,ELEVADORES ALHER SA,mediana,2822,https://ranking-empresas.eleconomista.es/ELEVADORES-ALHER.html
118.086,17.297,CONMOVIL VITORIA SA,mediana,7732,https://ranking-empresas.eleconomista.es/CONMOVIL-VITORIA.html
118.175,8.060,"VITORIANA PLASTICA, SA",mediana,2229,https://ranking-empresas.eleconomista.es/VITORIANA-PLASTICA.html
118.224,21.128,FAMILIA MONJE AMESTOY SOCIEDAD LIMITADA.,mediana,1102,https://ranking-empresas.eleconomista.es/FAMILIA-MONJE-AMESTOY.html
118.341,10.487,YET OUTSOURCING PROJECT SOCIEDAD LIMITADA.,mediana,4616,https://ranking-empresas.eleconomista.es/YET-OUTSOURCING-PROJECT.html
118.368,78.549,JUAN AJA SA,mediana,4931,https://ranking-empresas.eleconomista.es/JUAN-AJA.html
118.621,34.567,EGAINOR ASESORES CONSTRUCTORES SL,mediana,4122,https://ranking-empresas.eleconomista.es/EGAINOR-ASESORES-CONSTRUCTORES.html
118.637,36.499,SABALAIN SL,mediana,4399,https://ranking-empresas.eleconomista.es/SABALAIN.html
118.798,24.564,RUGEAICO SOCIEDAD LIMITADA.,mediana,4711,https://ranking-empresas.eleconomista.es/RUGEAICO.html
118.801,3.364,CAFES ARABA SL,mediana,4617,https://ranking-empresas.eleconomista.es/CAFES-ARABA.html
118.802,92.507,VIÑEDOS Y BODEGAS CASADO MORALES SOCIEDAD LIMITADA.,mediana,0121,https://ranking-empresas.eleconomista.es/VINEDOS-BODEGAS-CASADO-MORALES.html
119.005,8.202,"TRANSPORTES IZARENA, S.L.",mediana,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-IZARENA.html
119.105,12.082,COLCHONERIA ELEJALDE SL,mediana,4759,https://ranking-empresas.eleconomista.es/COLCHONERIA-ELEJALDE.html
119.144,64.168,REHABILITACIONES MARTINEZ MIGUELEZ S.L.,mediana,4121,https://ranking-empresas.eleconomista.es/REHABILITACIONES-MARTINEZ-MIGUELEZ.html
119.251,19.073,RESIDENCIA ABETXUKO SA,mediana,4122,https://ranking-empresas.eleconomista.es/RESIDENCIA-ABETXUKO.html
119.269,263,MECANIZADOS DE CALIDAD SA,mediana,2932,https://ranking-empresas.eleconomista.es/MECANIZADOS-CALIDAD.html
119.457,6.135,VULCANIZADOS GNG JUNDIZ SL,mediana,4532,https://ranking-empresas.eleconomista.es/VULCANIZADOS-GNG-JUNDIZ.html
119.582,23.710,"MEGA SALBURUA, S.L.",mediana,4711,https://ranking-empresas.eleconomista.es/MEGA-SALBURUA.html
119.784,2.179,NORVAL MAQUINARIA SL,mediana,2841,https://ranking-empresas.eleconomista.es/NORVAL-MAQUINARIA.html
119.881,16.161,PROLUXLANOICAN GROUP SOCIEDAD LIMITADA.,mediana,2740,https://ranking-empresas.eleconomista.es/PROLUXLANOICAN-GROUP.html
119.883,13.366,CAVE QUIMICA SL,mediana,2030,https://ranking-empresas.eleconomista.es/CAVE-QUIMICA.html
120.179,13.462,"FERRALLAS GASTEIZ, S.L.",mediana,2511,https://ranking-empresas.eleconomista.es/FERRALLAS-GASTEIZ.html
120.423,4.152,PAZOS CONSTRUCCIONES Y RESTAURACIONES SL,mediana,4121,https://ranking-empresas.eleconomista.es/PAZOS-CONSTRUCCIONES-RESTAURACIONES.html
120.571,4.763,ELDUR INGENIERIA S.L.,mediana,4399,https://ranking-empresas.eleconomista.es/ELDUR-INGENIERIA.html
120.596,37.042,LAOIZ CALDERERIA SOCIEDAD LIMITADA.,mediana,2593,https://ranking-empresas.eleconomista.es/LAOIZ-CALDERERIA.html
120.824,3.446,"UNIDAD DE TERAPIA BIOLOGICA AVANZADA, S.L.",mediana,7219,https://ranking-empresas.eleconomista.es/UNIDAD-TERAPIA-BIOLOGICA-AVANZADA.html
120.928,19.896,"RPK AUXILIAR DE PROCESOS Y MONTAJES, SOCIEDAD LIMITADA.",mediana,2593,https://ranking-empresas.eleconomista.es/RPK-AUXILIAR-PROCESOS-MONTAJES.html
121.002,18.287,"UNANUE, SOCIEDAD LIMITADA",mediana,4772,https://ranking-empresas.eleconomista.es/UNANUE.html
121.286,12.001,GUINALDURA SL,mediana,4299,https://ranking-empresas.eleconomista.es/GUINALDURA.html
121.297,16.330,FERRETERIA MARAÑON SL,mediana,4674,https://ranking-empresas.eleconomista.es/FERRETERIA-MARANON.html
121.298,(ND),"ISFA GESTION, S.L.",mediana,6920,https://ranking-empresas.eleconomista.es/ISFA-GESTION.html
121.700,4.132,ALEGRIA HERMANOS SA,mediana,4931,https://ranking-empresas.eleconomista.es/ALEGRIA-HERMANOS.html
121.720,3.358,"BASKET COUNTRY SASKI STORE, S.L.",mediana,4641,https://ranking-empresas.eleconomista.es/BASKET-COUNTRY-SASKI-STORE.html
121.827,8.835,BTI DENTAL XPERIENCE SL,mediana,7022,https://ranking-empresas.eleconomista.es/BTI-DENTAL-XPERIENCE.html
121.894,11.500,"LIMPIEZAS CASTRILLO, S.L.",mediana,8121,https://ranking-empresas.eleconomista.es/LIMPIEZAS-CASTRILLO.html
121.915,22.470,ADVISOR FINANCIAL SOFTWARE SL,mediana,6209,https://ranking-empresas.eleconomista.es/ADVISOR-FINANCIAL-SOFTWARE.html
122.164,14.164,LEINSA ALAMBRES SL,mediana,2593,https://ranking-empresas.eleconomista.es/LEINSA-ALAMBRES.html
122.248,6.427,ELECTROSOLARES CABRERA SL.,mediana,4321,https://ranking-empresas.eleconomista.es/ELECTROSOLARES-CABRERA.html
122.398,37.616,"JDVE TECHNOLOGIES, S.L.",mediana,6420,https://ranking-empresas.eleconomista.es/JDVE-TECHNOLOGIES.html
122.476,119.593,"OPTIMUS3D, S.L.",mediana,7112,https://ranking-empresas.eleconomista.es/OPTIMUS3D.html
122.508,1.568,DELOTEGUI INTERIORES S.L.,mediana,4759,https://ranking-empresas.eleconomista.es/DELOTEGUI-INTERIORES.html
122.846,13.225,PESCADOS BERMEO SL,mediana,4723,https://ranking-empresas.eleconomista.es/PESCADOS-BERMEO.html
122.977,27.392,BODEGAS AMAREN SL,mediana,4634,https://ranking-empresas.eleconomista.es/BODEGAS-AMAREN.html
123.462,8.117,TCK TECHNICAL DOCUMENTATION SL,mediana,7430,https://ranking-empresas.eleconomista.es/TCK-TECHNICAL-DOCUMENTATION.html
123.518,23.440,"ARAMADI TMP, S.L.",mediana,4669,https://ranking-empresas.eleconomista.es/ARAMADI-TMP.html
123.627,7.271,REGNELLIDUM SL,mediana,6920,https://ranking-empresas.eleconomista.es/REGNELLIDUM.html
123.817,2.150,"EXCAVACIONES CAMPO OBRAS Y MANTENIMIENTOS, S.L.",mediana,4312,https://ranking-empresas.eleconomista.es/EXCAVACIONES-CAMPO-OBRAS-MANTENIMIENTOS.html
123.900,11.865,CENTROPUERTAS NORTE 2007 SL,mediana,2512,https://ranking-empresas.eleconomista.es/CENTROPUERTAS-NORTE-2007.html
123.929,28.304,GAUBEA KANPINA S.L.,mediana,9311,https://ranking-empresas.eleconomista.es/GAUBEA-KANPINA.html
123.973,15.114,FAXE ESPECIALIDADES QUIMICAS S.L.,mediana,4675,https://ranking-empresas.eleconomista.es/FAXE-ESPECIALIDADES-QUIMICAS.html
124.004,30.558,TALLERES IÑAKI SL,mediana,4511,https://ranking-empresas.eleconomista.es/TALLERES-INAKI.html
124.144,4.877,INDUSTRIAS COHES SL,mediana,2562,https://ranking-empresas.eleconomista.es/INDUSTRIAS-COHES.html
124.253,(ND),BODEGAS MEDRANO IRAZU SL,mediana,1102,https://ranking-empresas.eleconomista.es/BODEGAS-MEDRANO-IRAZU.html
124.473,17.755,BAUMON MARKET S.L.,mediana,4711,https://ranking-empresas.eleconomista.es/BAUMON-MARKET.html
124.734,37.993,AYUDAS TECNICAS ARABA SL,mediana,4774,https://ranking-empresas.eleconomista.es/AYUDAS-TECNICAS-ARABA.html
124.844,3.045,VITORIANA DE MOTOS SA,mediana,4540,https://ranking-empresas.eleconomista.es/VITORIANA-MOTOS.html
124.862,9.233,"IZAGA VENDING, S.L.",mediana,4799,https://ranking-empresas.eleconomista.es/IZAGA-VENDING.html
124.885,42.306,"JOBERMA ELECTRICIDAD, SOCIEDAD LIMITADA.",mediana,4321,https://ranking-empresas.eleconomista.es/JOBERMA-ELECTRICIDAD.html
124.966,(ND),COLBO SL,mediana,4110,https://ranking-empresas.eleconomista.es/COLBO.html
125.463,11.579,MARMOLES MIELGO SL,mediana,2370,https://ranking-empresas.eleconomista.es/MARMOLES-MIELGO.html
125.499,36.791,RESTAURANTE BIDEKO SL,mediana,5610,https://ranking-empresas.eleconomista.es/RESTAURANTE-BIDEKO.html
125.898,12.519,VIVEROS ESKALMENDI SL,mediana,8130,https://ranking-empresas.eleconomista.es/VIVEROS-ESKALMENDI.html
125.918,2.615,SERTEC GASTEIZ 2005 S.L.,mediana,9529,https://ranking-empresas.eleconomista.es/SERTEC-GASTEIZ-2005.html
126.563,5.783,AGPI IDEAS SL,mediana,2599,https://ranking-empresas.eleconomista.es/AGPI-IDEAS.html
126.570,51.369,CENTRO AUTOCARAVANING GORBEA SL,mediana,4519,https://ranking-empresas.eleconomista.es/CENTRO-AUTOCARAVANING-GORBEA.html
